left_context,target_word,n_human_lemmas,overlap_at_5,weighted_overlap_at_5,surface_match_at_5,surface_weighted_match_at_5,overlap_at_10,weighted_overlap_at_10,surface_match_at_10,surface_weighted_match_at_10,overlap_at_15,weighted_overlap_at_15,surface_match_at_15,surface_weighted_match_at_15,overlap_at_20,weighted_overlap_at_20,surface_match_at_20,surface_weighted_match_at_20,overlap_at_50,weighted_overlap_at_50,surface_match_at_50,surface_weighted_match_at_50,overlap_at_100,weighted_overlap_at_100,surface_match_at_100,surface_weighted_match_at_100,overlap_at_200,weighted_overlap_at_200,surface_match_at_200,surface_weighted_match_at_200,overlap_at_400,weighted_overlap_at_400,surface_match_at_400,surface_weighted_match_at_400
"Мне нравится сын коллеги,",который,13,0.15384615384615385,0.20689655172413793,0.1111111111111111,0.20689655172413793,0.38461538461538464,0.40229885057471265,0.2777777777777778,0.40229885057471265,0.6153846153846154,0.9425287356321839,0.3333333333333333,0.41379310344827586,0.6153846153846154,0.9425287356321839,0.4444444444444444,0.7931034482758621,0.6923076923076923,0.9540229885057471,0.4444444444444444,0.7931034482758621,0.6923076923076923,0.9540229885057471,0.5,0.8045977011494253,0.7692307692307693,0.9655172413793103,0.6666666666666666,0.9310344827586207,0.7692307692307693,0.9655172413793103,0.6666666666666666,0.9310344827586207
В конверте вместе с деньгами была,обнаружена,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0196078431372549,0.0625,0.0196078431372549,0.1875,0.6078431372549019,0.0625,0.0196078431372549
На запись голоса,барса,30,0.06666666666666667,0.12000000000000001,0.0,0.0,0.06666666666666667,0.12000000000000001,0.027777777777777776,0.1,0.1,0.14,0.05555555555555555,0.12000000000000001,0.13333333333333333,0.18,0.08333333333333333,0.14,0.2,0.24000000000000002,0.1111111111111111,0.18,0.2,0.24000000000000002,0.1388888888888889,0.2,0.26666666666666666,0.34,0.19444444444444445,0.32,0.3,0.38,0.19444444444444445,0.32
У директора школы был тонкий,нюх,24,0.08333333333333333,0.0425531914893617,0.08333333333333333,0.0425531914893617,0.16666666666666666,0.26595744680851063,0.16666666666666666,0.26595744680851063,0.16666666666666666,0.26595744680851063,0.16666666666666666,0.26595744680851063,0.16666666666666666,0.26595744680851063,0.16666666666666666,0.26595744680851063,0.25,0.5957446808510638,0.25,0.5957446808510638,0.2916666666666667,0.6063829787234042,0.2916666666666667,0.6063829787234042,0.3333333333333333,0.6382978723404255,0.3333333333333333,0.6382978723404255,0.375,0.6808510638297872,0.375,0.6808510638297872
Возможности этих перемен будут обсуждаться в Париже,летом,9,0.2222222222222222,0.6666666666666666,0.2,0.6190476190476191,0.2222222222222222,0.6666666666666666,0.2,0.6190476190476191,0.4444444444444444,0.7619047619047619,0.2,0.6190476190476191,0.4444444444444444,0.7619047619047619,0.4,0.7142857142857142,0.6666666666666666,0.8571428571428571,0.5,0.7619047619047619,0.6666666666666666,0.8571428571428571,0.7,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.7,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.7,0.8571428571428571
У Пашки,обгорели,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.85,0.0,0.0,0.3333333333333333,0.85,0.16666666666666666,0.15,0.6666666666666666,0.95,0.16666666666666666,0.15,0.6666666666666666,0.95,0.16666666666666666,0.15,0.6666666666666666,0.95,0.16666666666666666,0.15,0.6666666666666666,0.95,0.16666666666666666,0.15
Наши власти позволяют себе,излишества,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.08333333333333333,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.25,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.25
Он стал плохо,спать,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.1111111111111111,0.4166666666666667,0.5,0.3333333333333333,0.4444444444444444,0.5,0.5555555555555556,0.5,0.5555555555555556,0.5,0.5555555555555556,0.5,0.5555555555555556
"Он вскрыл пачку сухарей,",заварил,12,0.08333333333333333,0.10526315789473684,0.08333333333333333,0.10526315789473684,0.08333333333333333,0.10526315789473684,0.08333333333333333,0.10526315789473684,0.08333333333333333,0.10526315789473684,0.08333333333333333,0.10526315789473684,0.08333333333333333,0.10526315789473684,0.08333333333333333,0.10526315789473684,0.3333333333333333,0.3157894736842105,0.25,0.2631578947368421,0.4166666666666667,0.3684210526315789,0.25,0.2631578947368421,0.5,0.5263157894736842,0.5,0.5263157894736842,0.5,0.5263157894736842,0.5,0.5263157894736842
На Ольгу Васильевну было написано,заявление,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.06666666666666667,0.2222222222222222,0.13333333333333333,0.1111111111111111,0.06666666666666667,0.4444444444444444,0.4,0.2222222222222222,0.13333333333333333,0.4444444444444444,0.4,0.2222222222222222,0.13333333333333333
Ирине досталась,отдельная,13,0.0,0.0,0.0,0.0,0.07692307692307693,0.0625,0.0,0.0,0.07692307692307693,0.0625,0.07142857142857142,0.0625,0.07692307692307693,0.0625,0.07142857142857142,0.0625,0.07692307692307693,0.0625,0.07142857142857142,0.0625,0.23076923076923078,0.375,0.21428571428571427,0.3125,0.38461538461538464,0.5,0.35714285714285715,0.4375,0.38461538461538464,0.5,0.35714285714285715,0.4375
Ваня раскрыл было,рот,32,0.03125,0.009174311926605505,0.03125,0.009174311926605505,0.09375,0.027522935779816515,0.09375,0.027522935779816515,0.125,0.045871559633027525,0.125,0.045871559633027525,0.1875,0.28440366972477066,0.1875,0.28440366972477066,0.3125,0.3577981651376147,0.28125,0.3486238532110092,0.375,0.3944954128440367,0.34375,0.3853211009174312,0.375,0.3944954128440367,0.34375,0.3853211009174312,0.375,0.3944954128440367,0.34375,0.3853211009174312
"Считается, что коллекционирование",раритетных,6,0.0,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.7142857142857142,0.3333333333333333,0.7142857142857142,0.3333333333333333,0.7142857142857142,0.3333333333333333,0.7142857142857142,0.3333333333333333,0.7142857142857142,0.3333333333333333,0.7142857142857142,0.3333333333333333,0.7142857142857142,0.3333333333333333,0.7142857142857142
Я знал: их особенно,злило,12,0.16666666666666666,0.25,0.16666666666666666,0.25,0.16666666666666666,0.25,0.16666666666666666,0.25,0.16666666666666666,0.25,0.16666666666666666,0.25,0.25,0.3125,0.16666666666666666,0.25,0.4166666666666667,0.5,0.4166666666666667,0.5,0.6666666666666666,0.6875,0.6666666666666666,0.6875,0.6666666666666666,0.6875,0.6666666666666666,0.6875,0.6666666666666666,0.6875,0.6666666666666666,0.6875
Педагог предъявляет,одинаковые,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.06666666666666667,0.0,0.0,0.25,0.13333333333333333,0.0,0.0,0.25,0.13333333333333333,0.125,0.06666666666666667
И на берегу озера тогда появляются,русалки,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.012345679012345678,0.02,0.012345679012345678,0.2,0.19753086419753085,0.08,0.04938271604938271,0.28,0.37037037037037035,0.22,0.2345679012345679,0.28,0.37037037037037035,0.22,0.2345679012345679
Но четыре года я не мог себя,заставить,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3333333333333333,0.4,0.3333333333333333,0.7,0.8,0.7,0.8,0.7,0.8,0.7,0.8
"Твоё тело расслабляется, и исчезает",напряжение,7,0.14285714285714285,0.13333333333333333,0.14285714285714285,0.13333333333333333,0.2857142857142857,0.4,0.2857142857142857,0.4,0.2857142857142857,0.4,0.2857142857142857,0.4,0.2857142857142857,0.4,0.2857142857142857,0.4,0.2857142857142857,0.4,0.2857142857142857,0.4,0.5714285714285714,0.7333333333333334,0.5714285714285714,0.7333333333333334,0.5714285714285714,0.7333333333333334,0.5714285714285714,0.7333333333333334,0.7142857142857143,0.8666666666666667,0.7142857142857143,0.8666666666666667
Володя каким-то образом,узнал,32,0.0,0.0,0.0,0.0,0.03125,0.17857142857142858,0.030303030303030304,0.17857142857142858,0.03125,0.17857142857142858,0.030303030303030304,0.17857142857142858,0.125,0.3392857142857143,0.09090909090909091,0.22321428571428573,0.3125,0.4732142857142857,0.30303030303030304,0.4732142857142857,0.5,0.6875,0.45454545454545453,0.6696428571428572,0.65625,0.8392857142857143,0.6060606060606061,0.8214285714285714,0.65625,0.8392857142857143,0.6363636363636364,0.8303571428571429
Однако здесь,есть,13,0.07692307692307693,0.1,0.07142857142857142,0.1,0.15384615384615385,0.30000000000000004,0.14285714285714285,0.25,0.23076923076923078,0.45,0.21428571428571427,0.4,0.3076923076923077,0.5,0.2857142857142857,0.45,0.3076923076923077,0.5,0.2857142857142857,0.45,0.5384615384615384,0.7000000000000001,0.42857142857142855,0.6,0.5384615384615384,0.7000000000000001,0.5,0.65,0.5384615384615384,0.7000000000000001,0.5,0.65
Ей хотелось выплеснуть чай на бежевый,юлин,14,0.07142857142857142,0.018867924528301886,0.07142857142857142,0.018867924528301886,0.21428571428571427,0.20754716981132074,0.21428571428571427,0.20754716981132074,0.21428571428571427,0.20754716981132074,0.21428571428571427,0.20754716981132074,0.21428571428571427,0.20754716981132074,0.21428571428571427,0.20754716981132074,0.35714285714285715,0.41509433962264153,0.35714285714285715,0.41509433962264153,0.5,0.5283018867924528,0.5,0.5283018867924528,0.6428571428571429,0.6415094339622641,0.6428571428571429,0.6415094339622641,0.6428571428571429,0.6415094339622641,0.6428571428571429,0.6415094339622641
В каждом,углу,16,0.0625,0.18461538461538463,0.0625,0.18461538461538463,0.125,0.49230769230769234,0.0625,0.18461538461538463,0.125,0.49230769230769234,0.0625,0.18461538461538463,0.125,0.49230769230769234,0.125,0.49230769230769234,0.1875,0.5692307692307692,0.1875,0.5692307692307692,0.375,0.8153846153846154,0.375,0.8153846153846154,0.375,0.8153846153846154,0.375,0.8153846153846154,0.375,0.8153846153846154,0.375,0.8153846153846154
Вспоминая,журчание,14,0.0,0.0,0.0,0.0,0.07142857142857142,0.125,0.0,0.0,0.14285714285714285,0.16666666666666666,0.0,0.0,0.21428571428571427,0.20833333333333331,0.0,0.0,0.5,0.375,0.2,0.20833333333333331,0.5,0.375,0.3333333333333333,0.29166666666666663,0.5714285714285714,0.41666666666666663,0.5333333333333333,0.41666666666666663,0.5714285714285714,0.41666666666666663,0.5333333333333333,0.41666666666666663
"Олень бродил среди берёз, жевал",талый,7,0.0,0.0,0.0,0.0,0.14285714285714285,0.2,0.14285714285714285,0.2,0.2857142857142857,0.4666666666666667,0.14285714285714285,0.2,0.2857142857142857,0.4666666666666667,0.14285714285714285,0.2,0.42857142857142855,0.6666666666666667,0.42857142857142855,0.6666666666666667,0.5714285714285714,0.7333333333333334,0.5714285714285714,0.7333333333333334,0.8571428571428571,0.9333333333333333,0.5714285714285714,0.7333333333333334,0.8571428571428571,0.9333333333333333,0.8571428571428571,0.9333333333333333
Какие главные лекарства должны,входить,12,0.08333333333333333,0.01639344262295082,0.07142857142857142,0.01639344262295082,0.25,0.7213114754098361,0.14285714285714285,0.03278688524590164,0.25,0.7213114754098361,0.21428571428571427,0.7049180327868853,0.25,0.7213114754098361,0.21428571428571427,0.7049180327868853,0.5833333333333334,0.8852459016393442,0.5,0.8688524590163934,0.6666666666666666,0.9016393442622951,0.5,0.8688524590163934,0.9166666666666666,0.9836065573770492,0.7857142857142857,0.9508196721311475,0.9166666666666666,0.9836065573770492,0.8571428571428571,0.9672131147540983
С нескрываемой,едкой,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.3333333333333333,0.6428571428571428,0.3333333333333333,0.6428571428571428,0.8333333333333334,0.9285714285714286,0.8333333333333334,0.9285714285714286,0.8333333333333334,0.9285714285714286,0.8333333333333334,0.9285714285714286
Он ловко поддел концом,ножа,38,0.02631578947368421,0.007462686567164179,0.02564102564102564,0.007462686567164179,0.02631578947368421,0.007462686567164179,0.02564102564102564,0.007462686567164179,0.02631578947368421,0.007462686567164179,0.02564102564102564,0.007462686567164179,0.02631578947368421,0.007462686567164179,0.02564102564102564,0.007462686567164179,0.07894736842105263,0.022388059701492536,0.02564102564102564,0.007462686567164179,0.10526315789473684,0.08208955223880597,0.05128205128205128,0.014925373134328358,0.23684210526315788,0.5447761194029851,0.1794871794871795,0.5223880597014926,0.23684210526315788,0.5447761194029851,0.1794871794871795,0.5223880597014926
Тема эта в то время была,новой,11,0.09090909090909091,0.1,0.08333333333333333,0.1,0.09090909090909091,0.1,0.08333333333333333,0.1,0.09090909090909091,0.1,0.08333333333333333,0.1,0.09090909090909091,0.1,0.08333333333333333,0.1,0.18181818181818182,0.15000000000000002,0.08333333333333333,0.1,0.36363636363636365,0.25,0.25,0.2,0.45454545454545453,0.45,0.3333333333333333,0.25,0.45454545454545453,0.45,0.4166666666666667,0.30000000000000004
Власть судов была такой,узкой,13,0.07692307692307693,0.05,0.07692307692307693,0.05,0.07692307692307693,0.05,0.07692307692307693,0.05,0.15384615384615385,0.1,0.07692307692307693,0.05,0.15384615384615385,0.1,0.07692307692307693,0.05,0.23076923076923078,0.35,0.07692307692307693,0.05,0.3076923076923077,0.45,0.15384615384615385,0.3,0.38461538461538464,0.55,0.23076923076923078,0.4,0.38461538461538464,0.55,0.23076923076923078,0.4
Этот студент,получает,9,0.1111111111111111,0.23529411764705882,0.1111111111111111,0.23529411764705882,0.1111111111111111,0.23529411764705882,0.1111111111111111,0.23529411764705882,0.1111111111111111,0.23529411764705882,0.1111111111111111,0.23529411764705882,0.1111111111111111,0.23529411764705882,0.1111111111111111,0.23529411764705882,0.2222222222222222,0.47058823529411764,0.1111111111111111,0.23529411764705882,0.4444444444444444,0.6470588235294118,0.1111111111111111,0.23529411764705882,0.4444444444444444,0.6470588235294118,0.2222222222222222,0.3529411764705882,0.4444444444444444,0.6470588235294118,0.2222222222222222,0.3529411764705882
"Зачем ему звонить, если откликается",спокойный,10,0.2,0.3529411764705882,0.18181818181818182,0.1764705882352941,0.3,0.5294117647058824,0.36363636363636365,0.5294117647058824,0.4,0.5882352941176471,0.36363636363636365,0.5294117647058824,0.4,0.5882352941176471,0.45454545454545453,0.5882352941176471,0.6,0.7647058823529411,0.5454545454545454,0.7058823529411765,1.0,1.0,0.9090909090909091,0.9411764705882353,1.0,1.0,0.9090909090909091,0.9411764705882353,1.0,1.0,0.9090909090909091,0.9411764705882353
В мои обязанности входило утром включить,рубильник,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.29411764705882354,0.0,0.0,0.3333333333333333,0.4117647058823529,0.3333333333333333,0.4117647058823529,0.4444444444444444,0.47058823529411764,0.4444444444444444,0.47058823529411764,0.4444444444444444,0.47058823529411764,0.4444444444444444,0.47058823529411764
У нас в Волгограде многие придерживаются,иной,22,0.045454545454545456,0.014925373134328358,0.0,0.0,0.09090909090909091,0.029850746268656716,0.07407407407407407,0.029850746268656716,0.09090909090909091,0.029850746268656716,0.07407407407407407,0.029850746268656716,0.09090909090909091,0.029850746268656716,0.07407407407407407,0.029850746268656716,0.13636363636363635,0.04477611940298507,0.07407407407407407,0.029850746268656716,0.13636363636363635,0.04477611940298507,0.1111111111111111,0.04477611940298507,0.22727272727272727,0.07462686567164178,0.14814814814814814,0.05970149253731343,0.22727272727272727,0.07462686567164178,0.14814814814814814,0.05970149253731343
Автор принадлежит к числу последних свидетелей,страшных,30,0.0,0.0,0.0,0.0,0.06666666666666667,0.0819672131147541,0.0,0.0,0.1,0.18032786885245902,0.06451612903225806,0.04918032786885246,0.1,0.18032786885245902,0.0967741935483871,0.14754098360655737,0.2,0.3114754098360656,0.1935483870967742,0.29508196721311475,0.23333333333333334,0.3278688524590164,0.22580645161290322,0.3114754098360656,0.36666666666666664,0.42622950819672134,0.25806451612903225,0.3278688524590164,0.4,0.4426229508196721,0.3870967741935484,0.42622950819672134
В тот момент,атмосфера,10,0.0,0.0,0.0,0.0,0.2,0.4375,0.16666666666666666,0.3125,0.3,0.5,0.16666666666666666,0.3125,0.4,0.625,0.25,0.375,0.6,0.75,0.3333333333333333,0.4375,0.6,0.75,0.5,0.625,0.7,0.8125,0.5,0.625,0.7,0.8125,0.5833333333333334,0.6875
Очень хочется заплести,бант,7,0.14285714285714285,0.05,0.125,0.05,0.14285714285714285,0.05,0.125,0.05,0.2857142857142857,0.1,0.25,0.1,0.2857142857142857,0.1,0.25,0.1,0.2857142857142857,0.1,0.25,0.1,0.2857142857142857,0.1,0.25,0.1,0.5714285714285714,0.8499999999999999,0.25,0.1,0.5714285714285714,0.8499999999999999,0.5,0.5
Ему удалось вскрыть банку об острый край,бампера,7,0.0,0.0,0.0,0.0,0.14285714285714285,0.0625,0.14285714285714285,0.0625,0.14285714285714285,0.0625,0.14285714285714285,0.0625,0.14285714285714285,0.0625,0.14285714285714285,0.0625,0.14285714285714285,0.0625,0.14285714285714285,0.0625,0.2857142857142857,0.125,0.2857142857142857,0.125,0.5714285714285714,0.25,0.5714285714285714,0.25,0.5714285714285714,0.25,0.5714285714285714,0.25
Этот роман захватывает читателя с первой,страницы,3,0.3333333333333333,0.11764705882352941,0.3333333333333333,0.11764705882352941,0.6666666666666666,0.23529411764705882,0.6666666666666666,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Что используют для этой прически,",фен,44,0.0,0.0,0.0,0.0,0.06818181818181818,0.06666666666666667,0.06521739130434782,0.06666666666666667,0.11363636363636363,0.10833333333333334,0.08695652173913043,0.1,0.13636363636363635,0.13333333333333333,0.10869565217391304,0.10833333333333334,0.22727272727272727,0.24166666666666667,0.17391304347826086,0.15833333333333333,0.3409090909090909,0.39166666666666666,0.2608695652173913,0.23333333333333334,0.36363636363636365,0.5083333333333333,0.30434782608695654,0.3416666666666667,0.36363636363636365,0.5083333333333333,0.32608695652173914,0.35833333333333334
Торговля продуктами питания является одной из самых,прибыльных,7,0.2857142857142857,0.38461538461538464,0.14285714285714285,0.3076923076923077,0.2857142857142857,0.38461538461538464,0.14285714285714285,0.3076923076923077,0.2857142857142857,0.38461538461538464,0.2857142857142857,0.38461538461538464,0.2857142857142857,0.38461538461538464,0.2857142857142857,0.38461538461538464,0.2857142857142857,0.38461538461538464,0.2857142857142857,0.38461538461538464,0.5714285714285714,0.5384615384615385,0.5714285714285714,0.5384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Приготовь себе диетические овощные блюда,",сытные,9,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.06666666666666667,0.4444444444444444,0.26666666666666666,0.4444444444444444,0.26666666666666666,0.4444444444444444,0.26666666666666666,0.4444444444444444,0.26666666666666666,0.5555555555555556,0.5333333333333333,0.5555555555555556,0.5333333333333333,0.5555555555555556,0.5333333333333333,0.5555555555555556,0.5333333333333333,0.7777777777777778,0.8666666666666667,0.7777777777777778,0.8666666666666667,0.7777777777777778,0.8666666666666667,0.7777777777777778,0.8666666666666667,0.7777777777777778,0.8666666666666667,0.7777777777777778,0.8666666666666667
В деревнях по-прежнему,мяли,11,0.09090909090909091,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.09090909090909091,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.18181818181818182,0.13333333333333333,0.15384615384615385,0.13333333333333333,0.18181818181818182,0.13333333333333333,0.15384615384615385,0.13333333333333333,0.36363636363636365,0.4,0.23076923076923078,0.2,0.36363636363636365,0.4,0.23076923076923078,0.2,0.36363636363636365,0.4,0.23076923076923078,0.2,0.36363636363636365,0.4,0.23076923076923078,0.2
Я сделала,шаг,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.05681818181818182,0.017857142857142856,0.045454545454545456,0.057692307692307696,0.06818181818181818,0.03571428571428571,0.05681818181818182,0.09615384615384616,0.09090909090909091,0.05357142857142857,0.06818181818181818,0.19230769230769232,0.29545454545454547,0.14285714285714285,0.26136363636363635,0.3076923076923077,0.38636363636363635,0.21428571428571427,0.3181818181818182,0.3269230769230769,0.4090909090909091,0.25,0.3409090909090909
Количество денег в обороте выросло благодаря,союзу,16,0.0,0.0,0.0,0.0,0.0625,0.045454545454545456,0.0,0.0,0.0625,0.045454545454545456,0.0,0.0,0.0625,0.045454545454545456,0.05555555555555555,0.045454545454545456,0.125,0.13636363636363635,0.05555555555555555,0.045454545454545456,0.1875,0.18181818181818182,0.1111111111111111,0.09090909090909091,0.25,0.2272727272727273,0.16666666666666666,0.13636363636363635,0.25,0.2272727272727273,0.16666666666666666,0.13636363636363635
"У тебя впереди замечательный день,",полный,12,0.08333333333333333,0.2777777777777778,0.08333333333333333,0.2777777777777778,0.08333333333333333,0.2777777777777778,0.08333333333333333,0.2777777777777778,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.5555555555555556,0.25,0.5,0.5,0.6666666666666666,0.25,0.5,0.5833333333333334,0.7222222222222222,0.3333333333333333,0.5555555555555556,0.5833333333333334,0.7222222222222222,0.3333333333333333,0.5555555555555556
Стала стабильнее экономическая и политическая,обстановка,3,0.0,0.0,0.0,0.0,0.3333333333333333,0.7857142857142857,0.3333333333333333,0.7857142857142857,0.6666666666666666,0.9285714285714286,0.6666666666666666,0.9285714285714286,1.0,1.0,0.6666666666666666,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Дорога ведет в глухой,лес,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.7976190476190476,0.0,0.0,0.26666666666666666,0.8333333333333333,0.06666666666666667,0.011904761904761904,0.4,0.8571428571428571,0.26666666666666666,0.05952380952380952,0.4,0.8571428571428571,0.4,0.8571428571428571
Работы выполняет,специалист,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.06666666666666667,0.0,0.0,0.15384615384615385,0.13333333333333333,0.0,0.0,0.23076923076923078,0.2,0.15384615384615385,0.13333333333333333,0.23076923076923078,0.2,0.15384615384615385,0.13333333333333333,0.38461538461538464,0.3333333333333333,0.3076923076923077,0.26666666666666666
Перед ним снова была,прежняя,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.01,0.0,0.0,0.06666666666666667,0.16,0.03333333333333333,0.01,0.13333333333333333,0.27,0.1,0.19999999999999998,0.16666666666666666,0.28,0.16666666666666666,0.28,0.23333333333333334,0.3,0.2,0.29,0.23333333333333334,0.3,0.2,0.29
Наше правительство сделало,крен,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0196078431372549,0.038461538461538464,0.0196078431372549,0.038461538461538464,0.0196078431372549,0.038461538461538464,0.0196078431372549,0.038461538461538464,0.0196078431372549,0.038461538461538464,0.0196078431372549,0.038461538461538464,0.0196078431372549,0.038461538461538464,0.0196078431372549
